pr_number,release_tag,publish_date,start_date
443,v1.12.0,2014-08-06T10:25:10+09:00,2014-08-03T02:36:22+09:00
439,v1.12.0,2014-08-06T10:25:10+09:00,2014-08-03T02:36:22+09:00
440,v1.12.0,2014-08-06T10:25:10+09:00,2014-08-03T02:36:22+09:00
435,v1.12.0,2014-08-06T10:25:10+09:00,2014-08-03T02:36:22+09:00
433,v1.12.0,2014-08-06T10:25:10+09:00,2014-08-03T02:36:22+09:00
429,v1.12.0,2014-08-06T10:25:10+09:00,2014-08-03T02:36:22+09:00
427,v1.12.0,2014-08-06T10:25:10+09:00,2014-08-03T02:36:22+09:00
428,v1.12.0,2014-08-06T10:25:10+09:00,2014-08-03T02:36:22+09:00
426,v1.12.0,2014-08-06T10:25:10+09:00,2014-08-03T02:36:22+09:00
425,v1.12.0,2014-08-06T10:25:10+09:00,2014-08-03T02:36:22+09:00
424,v1.12.0,2014-08-06T10:25:10+09:00,2014-08-03T02:36:22+09:00
420,v1.12.0,2014-08-06T10:25:10+09:00,2014-08-03T02:36:22+09:00
419,v1.12.0,2014-08-06T10:25:10+09:00,2014-08-03T02:36:22+09:00
407,v1.12.0,2014-08-06T10:25:10+09:00,2014-08-03T02:36:22+09:00
406,v1.12.0,2014-08-06T10:25:10+09:00,2014-08-03T02:36:22+09:00
406,v1.12.0,2014-08-06T10:25:10+09:00,2014-08-03T02:36:22+09:00
457,v1.13.0,2014-08-08T10:39:14+09:00,2014-08-06T10:25:10+09:00
460,v1.14.0,2014-08-08T13:26:21+09:00,2014-08-08T10:39:14+09:00
463,v2.0.0.beta17,2014-08-10T19:01:22+09:00,2014-08-08T13:26:21+09:00
455,v2.0.0.beta17,2014-08-10T19:01:22+09:00,2014-08-08T13:26:21+09:00
453,v2.0.0.beta17,2014-08-10T19:01:22+09:00,2014-08-08T13:26:21+09:00
452,v2.0.0.beta17,2014-08-10T19:01:22+09:00,2014-08-08T13:26:21+09:00
449,v2.0.0.beta17,2014-08-10T19:01:22+09:00,2014-08-08T13:26:21+09:00
448,v2.0.0.beta17,2014-08-10T19:01:22+09:00,2014-08-08T13:26:21+09:00
447,v2.0.0.beta17,2014-08-10T19:01:22+09:00,2014-08-08T13:26:21+09:00
446,v2.0.0.beta17,2014-08-10T19:01:22+09:00,2014-08-08T13:26:21+09:00
441,v2.0.0.beta17,2014-08-10T19:01:22+09:00,2014-08-08T13:26:21+09:00
436,v2.0.0.beta17,2014-08-10T19:01:22+09:00,2014-08-08T13:26:21+09:00
423,v2.0.0.beta17,2014-08-10T19:01:22+09:00,2014-08-08T13:26:21+09:00
421,v2.0.0.beta17,2014-08-10T19:01:22+09:00,2014-08-08T13:26:21+09:00
416,v2.0.0.beta17,2014-08-10T19:01:22+09:00,2014-08-08T13:26:21+09:00
464,v2.0.0.beta18,2014-08-10T20:08:38+09:00,2014-08-10T19:01:22+09:00
465,v2.0.0.beta19,2014-08-10T20:29:57+09:00,2014-08-10T20:08:38+09:00
469,v1.15.0,2014-08-31T11:05:13+09:00,2014-08-17T16:04:17+09:00
460,v1.15.0,2014-08-31T11:05:13+09:00,2014-08-17T16:04:17+09:00
457,v1.15.0,2014-08-31T11:05:13+09:00,2014-08-17T16:04:17+09:00
456,v1.15.0,2014-08-31T11:05:13+09:00,2014-08-17T16:04:17+09:00
454,v1.15.0,2014-08-31T11:05:13+09:00,2014-08-17T16:04:17+09:00
444,v1.15.0,2014-08-31T11:05:13+09:00,2014-08-17T16:04:17+09:00
443,v1.15.0,2014-08-31T11:05:13+09:00,2014-08-17T16:04:17+09:00
439,v1.15.0,2014-08-31T11:05:13+09:00,2014-08-17T16:04:17+09:00
440,v1.15.0,2014-08-31T11:05:13+09:00,2014-08-17T16:04:17+09:00
435,v1.15.0,2014-08-31T11:05:13+09:00,2014-08-17T16:04:17+09:00
433,v1.15.0,2014-08-31T11:05:13+09:00,2014-08-17T16:04:17+09:00
429,v1.15.0,2014-08-31T11:05:13+09:00,2014-08-17T16:04:17+09:00
427,v1.15.0,2014-08-31T11:05:13+09:00,2014-08-17T16:04:17+09:00
428,v1.15.0,2014-08-31T11:05:13+09:00,2014-08-17T16:04:17+09:00
426,v1.15.0,2014-08-31T11:05:13+09:00,2014-08-17T16:04:17+09:00
425,v1.15.0,2014-08-31T11:05:13+09:00,2014-08-17T16:04:17+09:00
424,v1.15.0,2014-08-31T11:05:13+09:00,2014-08-17T16:04:17+09:00
420,v1.15.0,2014-08-31T11:05:13+09:00,2014-08-17T16:04:17+09:00
419,v1.15.0,2014-08-31T11:05:13+09:00,2014-08-17T16:04:17+09:00
407,v1.15.0,2014-08-31T11:05:13+09:00,2014-08-17T16:04:17+09:00
406,v1.15.0,2014-08-31T11:05:13+09:00,2014-08-17T16:04:17+09:00
406,v1.15.0,2014-08-31T11:05:13+09:00,2014-08-17T16:04:17+09:00
473,v1.16.0,2014-09-04T10:30:06+09:00,2014-08-31T11:05:13+09:00
472,v1.16.0,2014-09-04T10:30:06+09:00,2014-08-31T11:05:13+09:00
474,v2.0.0.beta21,2014-09-20T00:52:48+09:00,2014-09-04T10:30:06+09:00
465,v2.0.0.beta21,2014-09-20T00:52:48+09:00,2014-09-04T10:30:06+09:00
464,v2.0.0.beta21,2014-09-20T00:52:48+09:00,2014-09-04T10:30:06+09:00
463,v2.0.0.beta21,2014-09-20T00:52:48+09:00,2014-09-04T10:30:06+09:00
455,v2.0.0.beta21,2014-09-20T00:52:48+09:00,2014-09-04T10:30:06+09:00
453,v2.0.0.beta21,2014-09-20T00:52:48+09:00,2014-09-04T10:30:06+09:00
452,v2.0.0.beta21,2014-09-20T00:52:48+09:00,2014-09-04T10:30:06+09:00
449,v2.0.0.beta21,2014-09-20T00:52:48+09:00,2014-09-04T10:30:06+09:00
448,v2.0.0.beta21,2014-09-20T00:52:48+09:00,2014-09-04T10:30:06+09:00
447,v2.0.0.beta21,2014-09-20T00:52:48+09:00,2014-09-04T10:30:06+09:00
446,v2.0.0.beta21,2014-09-20T00:52:48+09:00,2014-09-04T10:30:06+09:00
441,v2.0.0.beta21,2014-09-20T00:52:48+09:00,2014-09-04T10:30:06+09:00
436,v2.0.0.beta21,2014-09-20T00:52:48+09:00,2014-09-04T10:30:06+09:00
423,v2.0.0.beta21,2014-09-20T00:52:48+09:00,2014-09-04T10:30:06+09:00
421,v2.0.0.beta21,2014-09-20T00:52:48+09:00,2014-09-04T10:30:06+09:00
416,v2.0.0.beta21,2014-09-20T00:52:48+09:00,2014-09-04T10:30:06+09:00
477,v2.0.1,2014-10-04T10:14:52+09:00,2014-10-03T18:30:06+09:00
478,v2.1.0,2014-10-05T14:45:08+09:00,2014-10-04T10:14:52+09:00
484,v2.2.0,2014-10-15T22:28:30+09:00,2014-10-05T14:45:08+09:00
483,v2.2.0,2014-10-15T22:28:30+09:00,2014-10-05T14:45:08+09:00
482,v2.3.0,2014-10-15T23:45:15+09:00,2014-10-15T22:28:30+09:00
485,v2.3.1,2014-10-16T06:42:37+09:00,2014-10-15T23:45:15+09:00
489,v2.4.0,2014-11-26T10:46:59+09:00,2014-10-16T06:42:37+09:00
487,v2.4.0,2014-11-26T10:46:59+09:00,2014-10-16T06:42:37+09:00
487,v2.4.0,2014-11-26T10:46:59+09:00,2014-10-16T06:42:37+09:00
491,v2.5.0,2014-11-27T15:21:35+09:00,2014-11-26T10:46:59+09:00
490,v2.5.0,2014-11-27T15:21:35+09:00,2014-11-26T10:46:59+09:00
492,v2.6.0,2014-12-05T13:31:23+09:00,2014-11-27T15:21:35+09:00
493,v2.7.0,2014-12-08T10:48:24+09:00,2014-12-05T13:31:23+09:00
495,v2.7.1,2014-12-11T10:10:49+09:00,2014-12-08T10:48:24+09:00
494,v2.7.1,2014-12-11T10:10:49+09:00,2014-12-08T10:48:24+09:00
500,v2.7.2,2015-01-23T16:51:09+09:00,2014-12-11T10:10:49+09:00
498,v2.7.2,2015-01-23T16:51:09+09:00,2014-12-11T10:10:49+09:00
497,v2.7.2,2015-01-23T16:51:09+09:00,2014-12-11T10:10:49+09:00
501,v2.8.0,2015-01-27T08:59:37+09:00,2015-01-23T16:51:09+09:00
502,v2.8.1,2015-02-01T09:56:54+09:00,2015-01-27T08:59:37+09:00
503,v2.8.2,2015-02-06T10:15:12+09:00,2015-02-01T09:56:54+09:00
505,v2.9.0,2015-02-24T21:51:49+09:00,2015-02-06T10:15:12+09:00
504,v2.9.0,2015-02-24T21:51:49+09:00,2015-02-06T10:15:12+09:00
506,v2.9.1,2015-02-26T12:00:11+09:00,2015-02-24T21:51:49+09:00
1,v2.9.1,2015-02-26T12:00:11+09:00,2015-02-24T21:51:49+09:00
507,v2.10.0,2015-03-06T13:34:07+09:00,2015-02-26T12:00:11+09:00
508,v2.10.1,2015-03-11T13:39:40+09:00,2015-03-06T13:34:07+09:00
509,v2.10.2,2015-03-21T12:49:07+09:00,2015-03-11T13:39:40+09:00
510,v2.11.0,2015-03-21T22:50:36+09:00,2015-03-21T12:49:07+09:00
511,v2.12.0,2015-03-23T10:40:53+09:00,2015-03-21T22:50:36+09:00
512,v2.13.0,2015-03-24T15:10:36+09:00,2015-03-23T10:40:53+09:00
513,v2.14.0,2015-03-30T10:09:56+09:00,2015-03-24T15:10:36+09:00
515,v2.14.1,2015-04-10T10:39:26+09:00,2015-03-30T10:09:56+09:00
517,v2.15.0,2015-05-06T21:58:47+09:00,2015-04-10T10:39:26+09:00
518,v2.16.0,2015-05-08T21:56:25+09:00,2015-05-06T21:58:47+09:00
519,v2.17.0,2015-05-13T07:55:49+09:00,2015-05-08T21:56:25+09:00
522,v2.17.1,2015-06-04T14:47:51+09:00,2015-05-13T07:55:49+09:00
520,v2.17.1,2015-06-04T14:47:51+09:00,2015-05-13T07:55:49+09:00
523,v2.18.0,2015-06-11T08:34:03+09:00,2015-06-04T14:47:51+09:00
524,v2.19.0,2015-06-22T18:53:41+09:00,2015-06-11T08:34:03+09:00
525,v2.20.0,2015-07-21T16:59:51+09:00,2015-06-22T18:53:41+09:00
527,v2.21.0,2015-08-08T09:59:28+09:00,2015-07-21T16:59:51+09:00
526,v2.21.0,2015-08-08T09:59:28+09:00,2015-07-21T16:59:51+09:00
528,v2.21.1,2015-08-19T15:46:50+09:00,2015-08-08T09:59:28+09:00
529,v2.22.0,2015-08-24T20:25:52+09:00,2015-08-19T15:46:50+09:00
530,v2.23.0,2015-08-29T22:13:41+09:00,2015-08-24T20:25:52+09:00
531,v2.23.1,2015-09-07T10:18:22+09:00,2015-08-29T22:13:41+09:00
534,v2.24.0,2015-09-17T22:46:22+09:00,2015-09-07T10:18:22+09:00
536,v2.24.1,2015-09-24T09:08:57+09:00,2015-09-17T22:46:22+09:00
535,v2.24.1,2015-09-24T09:08:57+09:00,2015-09-17T22:46:22+09:00
540,v2.24.2,2015-10-28T23:01:51+09:00,2015-09-24T09:08:57+09:00
538,v2.24.2,2015-10-28T23:01:51+09:00,2015-09-24T09:08:57+09:00
539,v2.24.2,2015-10-28T23:01:51+09:00,2015-09-24T09:08:57+09:00
541,v2.24.3,2015-11-13T08:36:47+09:00,2015-10-28T23:01:51+09:00
545,v2.25.0,2015-12-15T14:17:49+09:00,2015-11-13T08:36:47+09:00
547,v2.26.0,2015-12-27T20:10:49+09:00,2015-12-15T14:17:49+09:00
548,v2.26.0,2015-12-27T20:10:49+09:00,2015-12-15T14:17:49+09:00
550,v2.27.0,2015-12-29T21:17:56+09:00,2015-12-27T20:10:49+09:00
551,v2.28.0,2016-01-07T22:25:00+09:00,2015-12-29T21:17:56+09:00
544,v2.29.0,2016-01-09T23:09:40+09:00,2016-01-07T22:25:00+09:00
552,v2.29.1,2016-01-15T11:58:21+09:00,2016-01-09T23:09:40+09:00
554,v2.29.2,2016-02-09T11:48:13+09:00,2016-01-15T11:58:21+09:00
557,v2.30.0,2016-02-27T23:32:25+09:00,2016-02-09T11:48:13+09:00
556,v2.30.0,2016-02-27T23:32:25+09:00,2016-02-09T11:48:13+09:00
555,v2.30.0,2016-02-27T23:32:25+09:00,2016-02-09T11:48:13+09:00
558,v2.30.1,2016-03-07T17:30:54+09:00,2016-02-27T23:32:25+09:00
559,v2.31.0,2016-03-10T18:25:13+09:00,2016-03-07T17:30:54+09:00
560,v2.31.1,2016-04-02T17:32:01+09:00,2016-03-10T18:25:13+09:00
563,v2.32.0,2016-04-22T09:00:24+09:00,2016-04-02T17:32:01+09:00
562,v2.32.0,2016-04-22T09:00:24+09:00,2016-04-02T17:32:01+09:00
561,v2.32.0,2016-04-22T09:00:24+09:00,2016-04-02T17:32:01+09:00
565,v2.33.0,2016-04-28T14:24:34+09:00,2016-04-22T09:00:24+09:00
564,v2.33.0,2016-04-28T14:24:34+09:00,2016-04-22T09:00:24+09:00
566,v2.34.0,2016-05-06T09:28:43+09:00,2016-04-28T14:24:34+09:00
567,v2.35.0,2016-05-15T13:24:59+09:00,2016-05-06T09:28:43+09:00
568,v2.35.0,2016-05-15T13:24:59+09:00,2016-05-06T09:28:43+09:00
570,v2.36.0,2016-05-20T20:24:27+09:00,2016-05-15T13:24:59+09:00
569,v2.36.0,2016-05-20T20:24:27+09:00,2016-05-15T13:24:59+09:00
578,v2.36.1,2016-08-31T10:48:11+09:00,2016-05-20T20:24:27+09:00
575,v2.36.1,2016-08-31T10:48:11+09:00,2016-05-20T20:24:27+09:00
573,v2.36.1,2016-08-31T10:48:11+09:00,2016-05-20T20:24:27+09:00
571,v2.36.1,2016-08-31T10:48:11+09:00,2016-05-20T20:24:27+09:00
580,v2.37.0,2016-10-11T11:08:55+09:00,2016-08-31T10:48:11+09:00
577,v2.37.0,2016-10-11T11:08:55+09:00,2016-08-31T10:48:11+09:00
581,v2.37.1,2016-10-12T01:57:05+09:00,2016-10-11T11:08:55+09:00
583,v2.37.2,2016-10-14T15:02:05+09:00,2016-10-12T01:57:05+09:00
582,v2.37.2,2016-10-14T15:02:05+09:00,2016-10-12T01:57:05+09:00
586,v2.38.0,2017-01-16T18:44:03+09:00,2016-10-14T15:02:05+09:00
584,v2.38.0,2017-01-16T18:44:03+09:00,2016-10-14T15:02:05+09:00
589,v2.38.1,2017-05-10T18:17:10+09:00,2017-01-16T18:44:03+09:00
590,v2.39.0,2017-05-22T10:38:37+09:00,2017-05-10T18:17:10+09:00
591,v2.39.1,2017-05-22T15:52:52+09:00,2017-05-22T10:38:37+09:00
593,v2.39.2,2017-08-04T11:43:42+09:00,2017-05-22T15:52:52+09:00
594,v2.40.0,2017-08-10T12:23:25+09:00,2017-08-04T11:43:42+09:00
595,v2.41.0,2017-09-27T09:23:00+09:00,2017-08-10T12:23:25+09:00
596,v2.41.1,2017-10-19T13:41:12+09:00,2017-09-27T09:23:00+09:00
597,v2.41.2,2017-10-26T07:39:10+09:00,2017-10-19T13:41:12+09:00
598,v2.41.3,2017-11-07T20:41:59+09:00,2017-10-26T07:39:10+09:00
608,v2.41.4,2019-05-17T21:29:55+09:00,2017-11-07T20:41:59+09:00
607,v2.41.4,2019-05-17T21:29:55+09:00,2017-11-07T20:41:59+09:00
604,v2.41.4,2019-05-17T21:29:55+09:00,2017-11-07T20:41:59+09:00
600,v2.41.4,2019-05-17T21:29:55+09:00,2017-11-07T20:41:59+09:00
609,v2.41.5,2019-08-18T11:20:44+09:00,2019-05-17T21:29:55+09:00
614,v2.41.6,2021-06-19T03:45:07+09:00,2019-08-18T11:20:44+09:00
613,v2.41.6,2021-06-19T03:45:07+09:00,2019-08-18T11:20:44+09:00
612,v2.41.6,2021-06-19T03:45:07+09:00,2019-08-18T11:20:44+09:00
615,v2.41.7,2021-06-21T21:41:27+09:00,2021-06-19T03:45:07+09:00
616,v2.41.8,2021-06-24T20:40:39+09:00,2021-06-21T21:41:27+09:00
617,v2.42.0,2022-02-03T07:37:05+09:00,2021-06-24T20:40:39+09:00
618,v2.42.1,2022-12-29T12:12:54+09:00,2022-02-03T07:37:05+09:00
620,v2.42.2,2023-02-16T17:52:31+09:00,2022-12-29T12:12:54+09:00
619,v2.42.2,2023-02-16T17:52:31+09:00,2022-12-29T12:12:54+09:00
621,v2.42.3,2023-09-02T10:45:16+09:00,2023-02-16T17:52:31+09:00
624,v2.43.0,2025-04-25T06:56:50+09:00,2023-09-02T10:45:16+09:00
623,v2.43.0,2025-04-25T06:56:50+09:00,2023-09-02T10:45:16+09:00
